player_name,position,ath__athleticism_score,ath__athleticism_source,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality,usage__creation_score,portability__score,defense__crafted_dpm,playstyle__iso_freq,playstyle__pr_handler_freq,playstyle__pr_roll_freq,playstyle__post_freq,playstyle__spotup_freq,playstyle__handoff_freq,playstyle__cut_freq,playstyle__offscreen_freq
Jeremiah Robinson-Earl,F,87.74,measured,81,240.0,81.75,347,0.340057637,0.11815562,0.069164265,0.265129683,0.207492795,0.472622478,0.458213256,0.644067797,0.416666667,0.434782609,0.222222222,1239,4.0,0.4,59.4,0.1793376635734392,3.1,-1.3,0.0,3.1,8.3,0.0,34.8,0.0,12.8,0.0
Jeremy Sochan,C,85.83,imputed,80,230.0,83.75,469,0.620469083,0.151385928,0.034115139,0.081023454,0.113006397,0.194029851,0.771855011,0.680412371,0.1875,0.289473684,0.320754717,1364,4.4,0.44,42.1,0.3101751837044804,3.0,-0.2,2.5,4.3,14.1,3.9,19.7,0.0,16.9,0.0
Jericho Sims,C,114.99,measured,82,250.0,87.0,71,0.845070423,0.14084507,0.014084507,0.0,0.0,0.0,0.985915493,0.683333333,1.0,0.0,0.0,632,3.5,0.35,35.6,0.0,3.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.0
Jesse Edwards,G,94.12,measured,84,230.0,89.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,59.91,0.0,5.0,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jett Howard,G,80.625,imputed,78,215.0,81.0,262,0.122137405,0.076335878,0.091603053,0.175572519,0.526717557,0.702290076,0.198473282,0.71875,0.5,0.369565217,0.275362319,701,2.7,0.27,53.5,0.2683186132958319,1.8,-1.1,4.2,11.4,0.0,0.0,31.3,8.5,0.0,13.7
Jevon Carter,F,78.92,measured,73,200.0,76.25,146,0.102739726,0.089041096,0.089041096,0.171232877,0.547945205,0.719178082,0.191780822,0.533333333,0.461538462,0.4,0.3125,321,5.4,0.54,56.07222222222222,0.3920364613664451,6.1,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Butler III,C,85.83,imputed,79,230.0,79.5,597,0.425460637,0.254606365,0.145728643,0.092127303,0.078726968,0.170854271,0.680067002,0.696850394,0.356321839,0.381818182,0.234042553,1746,8.0,0.8,39.917142857142856,0.4804772281949339,7.4,0.9617647058823532,13.9,19.6,3.6,6.6,9.1,0.0,11.0,2.5
Jock Landale,F-G,93.27,imputed,83,255.0,86.0,152,0.447368421,0.263157895,0.118421053,0.013157895,0.157894737,0.171052632,0.710526316,0.647058824,0.444444444,0.0,0.458333333,500,4.1,0.41,47.3,0.2252860025273532,4.6,0.9,0.0,0.0,28.4,10.0,9.5,0.0,16.8,0.0
Joe Ingles,C-F,76.36,measured,80,220.0,82.25,23,0.043478261,0.260869565,0.043478261,0.086956522,0.565217391,0.652173913,0.304347826,0.0,0.0,0.0,0.230769231,0,0.0,0.0,47.86923076923077,0.0,5.0,1.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Embiid,F-C,89.695,imputed,84,280.0,89.0,315,0.247619048,0.244444444,0.263492063,0.0,0.244444444,0.244444444,0.492063492,0.628205128,0.385542169,0.0,0.298701299,574,5.3,0.53,64.3,0.7744326968871436,8.3,2.3,14.0,0.0,24.7,19.3,9.8,4.2,3.9,0.0
John Collins,G,96.47,measured,81,226.0,83.25,531,0.327683616,0.305084746,0.088512241,0.109227872,0.169491525,0.278719397,0.632768362,0.67816092,0.425531915,0.431034483,0.377777778,1220,2.0,0.2,66.3,0.4154288260468728,7.3,0.2,4.5,1.4,10.3,9.8,19.7,4.1,8.6,10.5
John Konchar,G,80.625,imputed,77,210.0,80.0,91,0.263736264,0.032967033,0.021978022,0.362637363,0.307692308,0.67032967,0.296703297,0.708333333,0.0,0.363636364,0.392857143,558,6.5,0.65,51.1,0.0291706472790746,6.7,1.5,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0
Johnny Furphy,G,70.04,measured,80,200.0,80.0,92,0.336956522,0.097826087,0.02173913,0.239130435,0.304347826,0.543478261,0.434782609,0.548387097,0.0,0.363636364,0.25,379,2.9,0.29,59.91,0.1124912128631116,1.4,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Juzang,C,83.055,measured,79,209.0,83.0,475,0.113684211,0.155789474,0.069473684,0.271578947,0.389473684,0.661052632,0.269473684,0.666666667,0.484848485,0.410852713,0.351351351,1270,2.7,0.27,69.5,0.2423490325783104,6.0,-1.6,5.4,8.3,3.9,0.0,34.3,4.1,4.1,13.5
Jonas Valanciunas,F,93.27,imputed,83,265.0,89.0,627,0.414673046,0.3476874,0.178628389,0.004784689,0.054226475,0.059011164,0.762360447,0.680769231,0.419642857,0.0,0.235294118,1524,4.2,0.42,57.0,0.3926302626889201,3.8,-0.4,3.6,0.0,19.700000000000003,22.5,6.6,0.0,13.8,0.0
Jonathan Isaac,F,85.83,imputed,82,230.0,85.0,324,0.367283951,0.033950617,0.132716049,0.299382716,0.166666667,0.466049383,0.401234568,0.647058824,0.302325581,0.309278351,0.166666667,1090,1.7,0.17,40.1,0.1767373229661061,1.2,3.1,0.0,0.0,9.0,2.7,29.1,0.0,15.2,0.0
Jonathan Kuminga,F,85.83,imputed,79,225.0,83.25,568,0.309859155,0.329225352,0.095070423,0.080985915,0.181338028,0.262323944,0.639084507,0.715909091,0.240740741,0.282608696,0.32038835,1144,3.6,0.36,39.9,0.5128651943014138,1.0,-0.4,7.5,19.4,2.7,6.9,19.8,4.4,10.9,2.5
Jonathan Mogbo,G,90.6,measured,81,225.0,86.0,356,0.528089888,0.196629213,0.078651685,0.092696629,0.098314607,0.191011236,0.724719101,0.590425532,0.214285714,0.303030303,0.2,1286,6.3,0.63,42.0,0.2228183626531298,2.9,0.9,3.5,3.0,11.0,0.0,19.5,0.0,18.0,0.0
Jordan Clarkson,G,83.35,measured,77,194.0,80.0,493,0.119675456,0.312373225,0.097363083,0.052738337,0.411764706,0.464503043,0.432048682,0.576271186,0.395833333,0.461538462,0.354679803,962,5.2,0.52,64.2,0.6113413613757659,3.0,-2.5,15.5,25.7,1.9,0.0,14.9,8.9,1.7,7.5
Jordan Goodwin,G,80.625,imputed,75,200.0,80.0,144,0.1875,0.256944444,0.083333333,0.229166667,0.243055556,0.472222222,0.444444444,0.518518519,0.416666667,0.393939394,0.371428571,543,3.8,0.38,57.8,0.1733200318780247,3.1,0.9,0.0,10.6,5.6,0.0,39.7,0.0,0.0,0.0
Jordan Hawkins,G,80.625,imputed,77,190.0,78.75,556,0.104316547,0.124100719,0.174460432,0.15647482,0.440647482,0.597122302,0.228417266,0.551724138,0.391752577,0.402298851,0.306122449,1321,1.7,0.17,64.3,0.2982506979777028,2.2,-2.5,2.9,14.8,2.0,0.0,28.1,11.3,0.0,12.7
Jordan McLaughlin,G,80.625,imputed,71,185.0,76.5,72,0.138888889,0.138888889,0.083333333,0.180555556,0.444444444,0.625,0.277777778,0.6,0.5,0.230769231,0.5,314,8.4,0.84,59.91,0.2755073468784915,6.7,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Miller,G,83.17,measured,77,194.0,83.75,134,0.432835821,0.246268657,0.037313433,0.097014925,0.186567164,0.28358209,0.679104478,0.568965517,0.2,0.153846154,0.24,420,3.6,0.36,59.91,0.2596855902284132,2.2,-0.1460526315789473,6.8,11.3,0.0,0.0,26.0,17.5,0.0,0.0
Jordan Poole,G,75.34,measured,76,194.0,78.75,1057,0.209082308,0.132450331,0.070009461,0.053926206,0.531693472,0.585619678,0.34153264,0.678733032,0.337837838,0.333333333,0.384341637,2001,5.2,0.52,79.9,0.6698632519650318,7.4,-1.8,5.6,30.7,1.0,0.0,12.7,9.6,1.9,7.5
Jordan Walsh,G,89.27,measured,78,205.0,85.75,83,0.21686747,0.120481928,0.0,0.289156627,0.373493976,0.662650602,0.337349398,0.666666667,0.0,0.25,0.290322581,403,2.5,0.25,59.91,0.0751423592950805,1.9,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Alvarado,G,80.625,imputed,72,179.0,73.0,521,0.151631478,0.214971209,0.040307102,0.122840691,0.468330134,0.591170825,0.366602687,0.544303797,0.428571429,0.359375,0.360655738,1366,7.7,0.77,63.6,0.4649458399033374,5.0,0.7,5.8,34.2,1.6,0.0,28.1,4.7,2.1,1.7
Josh Christopher,G,85.56,measured,76,215.0,81.25,31,0.419354839,0.193548387,0.032258065,0.064516129,0.290322581,0.35483871,0.612903226,0.538461538,0.0,0.0,0.222222222,0,0.0,0.0,59.91,0.0,5.0,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Giddey,G,80.625,imputed,80,216.0,79.5,798,0.319548872,0.259398496,0.072681704,0.098997494,0.248120301,0.347117794,0.578947368,0.576470588,0.327586207,0.392405063,0.368686869,2117,8.7,0.87,58.3,0.5799280133754064,6.5,-0.4,3.7,26.1,0.0,0.0,23.7,2.5,4.5,1.4
Josh Green,G,87.44,measured,77,200.0,81.75,421,0.209026128,0.123515439,0.078384798,0.363420428,0.22327791,0.586698337,0.332541568,0.602272727,0.363636364,0.411764706,0.361702128,1887,3.4,0.34,50.8,0.1014927567962476,2.9,0.1,0.0,7.5,0.0,0.0,39.5,5.6,3.3,7.1
Josh Hart,F,80.905,measured,77,215.0,80.25,770,0.451948052,0.151948052,0.067532468,0.085714286,0.241558442,0.327272727,0.603896104,0.706896552,0.461538462,0.303030303,0.344086022,2897,8.0,0.8,53.2,0.3131061588190815,7.4,1.2,3.9,6.5,4.1,0.0,30.3,1.7,11.9,0.0
Josh Minott,G,85.83,imputed,80,205.0,83.75,90,0.433333333,0.077777778,0.011111111,0.288888889,0.188888889,0.477777778,0.511111111,0.641025641,0.0,0.346153846,0.294117647,276,3.5,0.35,59.91,0.2454962322194399,6.7,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Okogie,G,91.74,measured,76,213.0,84.0,212,0.344339623,0.183962264,0.037735849,0.231132075,0.202830189,0.433962264,0.528301887,0.657534247,0.25,0.387755102,0.302325581,625,2.0,0.2,52.6,0.2760406051406505,2.1,2.2,0.0,10.2,0.0,0.0,45.8,7.3,6.9,0.0
Jrue Holiday,F,78.76,measured,76,220.0,79.0,573,0.230366492,0.165794066,0.069808028,0.178010471,0.356020942,0.534031414,0.396160558,0.704545455,0.45,0.303921569,0.37745098,1896,6.7,0.67,68.5,0.2901915393228607,9.3,1.5,6.0,12.1,3.8,5.6,35.4,0.0,5.3,2.5
Julian Champagnie,F,80.685,measured,79,217.0,82.0,665,0.189473684,0.063157895,0.02556391,0.228571429,0.493233083,0.721804511,0.252631579,0.634920635,0.411764706,0.407894737,0.353658537,1932,2.8,0.28,75.3,0.2332965727359884,7.7,-0.6,1.9,3.2,4.7,0.0,47.5,3.0,4.2,4.7
Julian Phillips,F,92.66,measured,80,198.0,83.5,287,0.358885017,0.101045296,0.006968641,0.358885017,0.174216028,0.533101045,0.459930314,0.611650485,0.5,0.398058252,0.18,1123,1.7,0.17,55.0,0.1000885372957799,1.8,0.2,0.0,0.0,3.2,0.0,39.9,0.0,10.9,0.0
Julian Strawther,G,80.345,measured,78,205.0,81.25,486,0.183127572,0.21399177,0.049382716,0.086419753,0.467078189,0.553497942,0.397119342,0.651685393,0.416666667,0.5,0.321585903,1384,2.8,0.28,63.4,0.2453318361268174,0.8,-1.7,2.2,10.4,1.7,0.0,29.3,14.2,2.7,9.6
Julius Randle,F-C,94.81,measured,81,250.0,84.0,939,0.313099042,0.272630458,0.079872204,0.078807242,0.254526092,0.333333333,0.585729499,0.700680272,0.44,0.297297297,0.359832636,2226,6.0,0.6,59.3,0.5505913761735388,5.9,-0.6,13.4,7.5,7.7,12.1,24.0,2.2,4.5,2.4
Justin Champagnie,G-F,77.79,measured,78,206.0,83.0,411,0.372262774,0.133819951,0.0243309,0.155717762,0.311435523,0.467153285,0.506082725,0.725490196,0.5,0.359375,0.3984375,1340,1.8,0.18,51.4,0.1788611198904134,2.6,0.2,0.0,6.2,2.0,0.0,31.1,3.4,8.8,3.6
Justin Edwards,F,80.62,measured,78,203.0,82.0,378,0.246031746,0.150793651,0.100529101,0.132275132,0.37037037,0.502645503,0.396825397,0.634408602,0.447368421,0.4,0.35,1155,2.9,0.29,53.0,0.2216153169145193,1.6,-2.1,6.5,10.7,0.0,0.0,38.5,4.7,4.5,2.7
Justin Minaya,F,85.83,imputed,78,205.0,84.0,21,0.380952381,0.142857143,0.0,0.142857143,0.333333333,0.476190476,0.523809524,0.5,0.0,0.333333333,0.142857143,0,0.0,0.0,56.07222222222222,0.0,5.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jusuf Nurkic,C,93.27,imputed,83,290.0,86.0,352,0.386363636,0.289772727,0.025568182,0.034090909,0.261363636,0.295454545,0.676136364,0.625,0.222222222,0.416666667,0.293478261,1063,4.3,0.43,38.8,0.35879926092622,3.8,3.1,0.0,0.0,21.299999999999997,22.45,15.4,0.0,17.0,0.0
KJ Martin,C-F,85.83,imputed,78,215.0,79.25,201,0.52238806,0.184079602,0.004975124,0.218905473,0.069651741,0.288557214,0.706467662,0.685714286,1.0,0.318181818,0.071428571,912,3.7,0.37,48.4,0.0983069371638603,1.2,-0.8,0.0,0.0,9.6,0.0,20.8,0.0,21.6,0.0
KJ Simpson,C-F,82.75,measured,74,187.0,78.0,301,0.209302326,0.259136213,0.099667774,0.063122924,0.368770764,0.431893688,0.468438538,0.619047619,0.266666667,0.263157895,0.252252252,842,5.6,0.56,52.2,0.3354353516176062,0.1,-1.3,6.3,32.0,0.0,0.0,24.6,7.1,0.0,0.0
Kai Jones,F-C,89.695,imputed,83,221.0,85.0,109,0.688073394,0.19266055,0.073394495,0.009174312,0.036697248,0.04587156,0.880733945,0.946666667,0.375,0.0,0.25,468,2.9,0.29,53.04545454545455,0.1385948919794186,4.4,0.7636363636363637,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0
Karl-Anthony Towns,F,89.695,imputed,84,248.0,87.5,1215,0.423045267,0.214814815,0.083950617,0.018106996,0.260082305,0.2781893,0.637860082,0.6692607,0.343137255,0.318181818,0.42721519,2517,3.5,0.35,69.4,0.551745441136953,8.4,0.2,10.8,3.1,12.6,13.5,17.7,2.1,5.9,3.6
Karlo Matkovic,G,95.17,imputed,82,231.0,86.0,235,0.476595745,0.212765957,0.029787234,0.153191489,0.127659574,0.280851064,0.689361702,0.758928571,0.428571429,0.361111111,0.266666667,791,2.3,0.23,50.9,0.2027420351953339,4.0,0.2,0.0,0.0,20.8,3.4,17.4,0.0,19.1,0.0
Kawhi Leonard,F,80.17,measured,78,225.0,87.0,623,0.186195827,0.274478331,0.23434992,0.04494382,0.260032103,0.304975923,0.460674157,0.724137931,0.479452055,0.392857143,0.413580247,1180,4.2,0.42,65.4,0.5611049662599565,8.5,1.9,16.4,21.4,0.0,7.1,16.0,2.0,4.0,5.5
Keaton Wallace,F,80.625,imputed,75,185.0,79.0,162,0.098765432,0.283950617,0.111111111,0.061728395,0.438271605,0.5,0.382716049,0.5625,0.222222222,0.4,0.323943662,501,7.4,0.74,60.5,0.3156612032952643,5.5,0.1448598130841121,9.5,27.5,0.0,0.0,30.5,5.5,0.0,0.0
Keegan Murray,F-G,85.83,imputed,80,225.0,83.0,820,0.18902439,0.185365854,0.07804878,0.164634146,0.381707317,0.546341463,0.374390244,0.774193548,0.375,0.377777778,0.329073482,2610,2.3,0.23,62.5,0.1616723137380915,6.3,0.4,1.3,3.6,1.8,0.0,40.9,10.0,5.2,4.3
Keion Brooks Jr.,C,85.83,imputed,79,215.0,84.0,109,0.302752294,0.229357798,0.073394495,0.155963303,0.23853211,0.394495413,0.532110092,0.727272727,1.0,0.411764706,0.269230769,332,1.4,0.14,39.917142857142856,0.2077145372693627,0.3,0.9617647058823532,0.0,0.0,0.0,0.0,36.4,7.6,12.1,0.0
Kel'el Ware,F-C,96.9,measured,84,230.0,88.5,464,0.497844828,0.198275862,0.064655172,0.045258621,0.189655172,0.234913793,0.69612069,0.701298701,0.4,0.19047619,0.352272727,1422,1.7,0.17,43.4,0.2127087662479551,2.1,1.3,0.0,0.0,24.0,3.4,15.3,0.0,21.5,0.0
Keldon Johnson,F-G,89.825,imputed,78,220.0,81.25,770,0.420779221,0.21038961,0.012987013,0.128571429,0.227272727,0.355844156,0.631168831,0.666666667,0.1,0.272727273,0.342857143,1838,3.1,0.31,54.1,0.349206670517352,2.3,-2.1,6.0,7.8,2.6,1.2,30.9,7.5,6.8,2.0
Kelly Olynyk,G-F,79.57,measured,84,240.0,81.75,268,0.410447761,0.197761194,0.097014925,0.037313433,0.257462687,0.294776119,0.608208955,0.636363636,0.307692308,0.6,0.391304348,891,6.5,0.65,57.9,0.3851898722488153,9.4,0.8,5.0,7.949999999999999,15.6,10.0,14.5,0.0,11.6,5.8
Kelly Oubre Jr.,G,89.825,imputed,80,203.0,86.25,741,0.391363023,0.246963563,0.035087719,0.114709852,0.211875843,0.326585695,0.638326586,0.665517241,0.384615385,0.352941176,0.261146497,2078,2.3,0.23,48.9,0.2604488699532326,0.7,-0.5,6.4,15.1,1.5,0.0,28.2,5.5,8.5,1.2
Kenrich Williams,G,78.14,measured,78,210.0,79.25,354,0.290960452,0.138418079,0.087570621,0.129943503,0.353107345,0.483050847,0.429378531,0.689320388,0.322580645,0.413043478,0.376,1132,4.9,0.49,54.9,0.2274014771542397,5.5,1.7,3.2,8.8,6.9,0.0,38.7,2.5,8.8,0.0
Kentavious Caldwell-Pope,G,81.1,measured,77,204.0,80.0,544,0.139705882,0.0625,0.191176471,0.21875,0.387867647,0.606617647,0.202205882,0.736842105,0.528846154,0.344537815,0.341232227,2279,3.9,0.39,64.3,0.1251103091214664,6.5,1.9,1.9,9.5,4.4,0.0,35.3,6.8,1.7,12.2
Kentavious Caldwell-Pope,G,81.1,measured,77,204.0,80.0,544,0.139705882,0.0625,0.191176471,0.21875,0.387867647,0.606617647,0.202205882,0.736842105,0.528846154,0.344537815,0.341232227,2279,3.9,0.39,64.3,0.1251103091214664,6.5,1.9,1.9,9.5,4.4,0.0,35.3,6.8,1.7,12.2
Keon Ellis,F,68.69,measured,76,175.0,80.5,464,0.135775862,0.107758621,0.064655172,0.232758621,0.459051724,0.691810345,0.243534483,0.793650794,0.333333333,0.5,0.399061033,1948,3.7,0.37,71.8,0.1397306661904627,7.6,2.3,1.9,6.5,2.5,0.0,43.6,6.0,3.0,1.8
Keon Johnson,F,98.48,measured,77,185.0,79.25,779,0.283697047,0.14762516,0.053915276,0.15661104,0.355584082,0.512195122,0.431322208,0.542986425,0.428571429,0.319672131,0.314079422,1925,3.7,0.37,55.5,0.3640788282809302,2.1,-0.7,7.8,13.7,0.0,0.0,36.0,6.3,2.8,2.9
Keshad Johnson,F,92.79,measured,79,225.0,82.0,26,0.692307692,0.038461538,0.0,0.038461538,0.230769231,0.269230769,0.730769231,0.833333333,0.0,0.0,0.5,0,0.0,0.0,56.07222222222222,0.0,5.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kessler Edwards,G-F,78.89,measured,79,203.0,83.25,135,0.362962963,0.2,0.037037037,0.207407407,0.192592593,0.4,0.562962963,0.653061224,0.2,0.357142857,0.461538462,608,5.3,0.53,60.4,0.1001121065223665,9.3,-0.2,0.0,0.0,7.0,0.0,39.2,0.0,22.8,0.0
Kevin Durant,F,77.99,measured,83,240.0,88.75,1124,0.110320285,0.304270463,0.254448399,0.078291815,0.252669039,0.330960854,0.414590747,0.790322581,0.531468531,0.5,0.408450704,2265,4.8,0.48,72.7,0.6367217784241871,8.3,-0.3,18.9,15.9,4.5,8.1,20.1,2.5,2.6,8.2
Kevin Huerter,F-C,82.02,measured,79,198.0,79.5,604,0.167218543,0.139072848,0.046357616,0.158940397,0.486754967,0.645695364,0.306291391,0.732673267,0.392857143,0.40625,0.316326531,1679,4.7,0.47,54.8,0.2739537820500726,6.4,0.2,0.0,8.05,3.6,0.0,36.8,12.7,5.3,6.65
Kevin Knox II,G,85.83,imputed,79,215.0,83.0,36,0.277777778,0.222222222,0.083333333,0.166666667,0.25,0.416666667,0.5,0.7,0.333333333,0.166666667,0.333333333,0,0.0,0.0,59.91,0.0,5.0,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Love,G-F,97.69,measured,82,251.0,83.25,115,0.234782609,0.12173913,0.060869565,0.12173913,0.452173913,0.573913043,0.356521739,0.407407407,0.285714286,0.357142857,0.365384615,251,4.0,0.4,56.516129032258064,0.4332722250738384,7.5,-0.0419354838709677,0.0,0.0,10.0,8.6,30.7,0.0,8.6,0.0
Kevin McCullar Jr.,F,80.625,imputed,78,210.0,81.0,7,0.285714286,0.428571429,0.142857143,0.0,0.142857143,0.142857143,0.714285714,1.0,0.0,0.0,0.0,0,0.0,0.0,56.07222222222222,0.0,5.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Porter Jr.,G,79.55,measured,76,203.0,81.0,652,0.214723926,0.279141104,0.234662577,0.036809816,0.234662577,0.271472393,0.493865031,0.621428571,0.45751634,0.416666667,0.294117647,1482,6.7,0.67,52.7,0.5648378410906347,1.7,0.4,14.8,35.55,0.0,0.0,12.7,5.6,3.2,0.0
Kevon Looney,F,85.83,imputed,81,222.0,87.5,278,0.669064748,0.212230216,0.100719424,0.007194245,0.007194245,0.014388489,0.881294964,0.639784946,0.178571429,1.0,0.0,1142,6.6,0.66,7.8,0.1701797568686403,3.4,2.2,0.0,0.0,12.5,4.4,5.0,0.0,25.5,0.0
Keyonte George,F,80.625,imputed,76,185.0,78.0,919,0.109902067,0.249183896,0.089227421,0.080522307,0.471164309,0.551686616,0.359085963,0.613861386,0.353658537,0.486486486,0.318706697,2109,7.0,0.7,65.8,0.5659870199088215,3.7,-3.3,11.8,31.6,1.1,0.0,17.8,9.6,2.5,5.2
Khris Middleton,G,82.6,measured,79,222.0,82.75,337,0.09495549,0.210682493,0.299703264,0.065281899,0.326409496,0.391691395,0.305637982,0.625,0.504950495,0.318181818,0.372727273,843,7.7,0.77,65.4,0.5189213936607281,9.4,0.0,6.35,28.65,0.0,10.899999999999999,15.4,9.0,0.0,11.3
Klay Thompson,G,76.5,measured,77,220.0,81.0,877,0.080957811,0.096921323,0.191562144,0.177879133,0.45267959,0.630558723,0.177879133,0.676056338,0.404761905,0.384615385,0.392947103,1965,3.2,0.32,78.5,0.3625370219021255,7.5,-1.7,4.2,7.2,2.8,1.8,27.9,13.9,4.0,14.4
Kobe Brown,F,94.3,measured,79,250.0,85.0,72,0.444444444,0.194444444,0.0,0.083333333,0.277777778,0.361111111,0.638888889,0.625,0.0,0.5,0.15,272,5.3,0.53,56.07222222222222,0.1754792088058909,2.1,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobe Bufkin,G,76.07,measured,76,195.0,79.75,47,0.29787234,0.212765957,0.085106383,0.127659574,0.255319149,0.382978723,0.510638298,0.5,0.25,0.166666667,0.25,124,5.8,0.58,59.91,0.3732975265378978,0.8,-0.1460526315789473,0.0,26.6,0.0,0.0,26.6,0.0,0.0,0.0
Kris Dunn,G,80.625,imputed,75,205.0,81.0,437,0.203661327,0.256292906,0.027459954,0.256292906,0.254004577,0.510297483,0.459954233,0.696629213,0.416666667,0.348214286,0.324324324,1783,7.1,0.71,48.6,0.1873350253394263,3.3,3.0,2.3,5.6,4.2,0.0,43.8,0.0,6.5,0.0
Kris Murray,F,84.85,measured,80,218.0,83.75,279,0.448028674,0.114695341,0.007168459,0.218637993,0.211469534,0.430107527,0.562724014,0.624,1.0,0.278688525,0.169491525,1040,3.7,0.37,21.8,0.1505145438883269,0.4,0.9,0.0,0.0,0.0,0.0,38.9,6.1,5.8,0.0
Kristaps Porzingis,F-C,95.17,imputed,86,240.0,90.0,574,0.219512195,0.242160279,0.102787456,0.029616725,0.405923345,0.43554007,0.461672474,0.69047619,0.355932203,0.352941176,0.416309013,1210,3.5,0.35,69.0,0.4875682487190533,9.3,2.4,2.6,0.0,21.6,20.8,19.6,0.0,9.6,3.5
Kyle Anderson,F-G,89.825,imputed,80,230.0,86.75,303,0.267326733,0.405940594,0.095709571,0.108910891,0.108910891,0.217821782,0.673267327,0.703703704,0.310344828,0.424242424,0.333333333,1002,8.0,0.8,49.5,0.3062984381845621,7.5,1.6,11.1,9.7,10.6,0.0,33.7,0.0,13.6,0.0
Kyle Filipowski,C,84.22,measured,83,250.0,82.5,518,0.301158301,0.254826255,0.019305019,0.148648649,0.274131274,0.422779923,0.555984556,0.666666667,0.5,0.376623377,0.338028169,1522,4.2,0.42,43.4,0.312035617649086,2.6,-0.7,4.8,2.3,9.7,4.1,27.6,0.0,13.4,2.8
Kyle Kuzma,F,82.29,measured,81,221.0,79.0,848,0.278301887,0.251179245,0.100235849,0.100235849,0.265330189,0.365566038,0.529481132,0.699152542,0.329411765,0.341176471,0.293333333,1936,3.0,0.3,38.2,0.3931334194217367,1.5,-1.2,5.5,15.700000000000001,2.2,5.0,20.3,6.699999999999999,6.1,3.9
Kyle Lowry,G,80.625,imputed,72,196.0,74.0,117,0.051282051,0.11965812,0.076923077,0.170940171,0.564102564,0.735042735,0.170940171,0.666666667,0.333333333,0.35,0.333333333,659,9.1,0.91,57.4,0.154369954832671,7.6,1.3,0.0,17.5,0.0,0.0,35.7,6.5,0.0,0.0
Kyrie Irving,G,80.625,imputed,74,195.0,76.0,945,0.198941799,0.237037037,0.184126984,0.063492063,0.315343915,0.378835979,0.435978836,0.675531915,0.408045977,0.5,0.382550336,1804,4.8,0.48,80.3,0.6048656729141902,7.3,-0.4,22.4,22.7,1.4,4.0,10.7,6.8,3.2,3.9
Kyshawn George,F,78.42,measured,80,200.0,82.25,546,0.201465201,0.102564103,0.047619048,0.135531136,0.507326007,0.642857143,0.304029304,0.572727273,0.269230769,0.351351351,0.317689531,1802,4.8,0.48,54.0,0.2279064762090794,3.3,0.8,2.5,16.9,0.0,0.0,29.7,10.1,3.1,2.9
LaMelo Ball,F,80.625,imputed,79,180.0,80.0,1003,0.178464606,0.210368893,0.084745763,0.049850449,0.469591226,0.519441675,0.3888335,0.536312849,0.388235294,0.32,0.346072187,1505,7.1,0.71,73.1,0.9845394240428792,5.9,-1.7,10.6,37.2,0.0,0.0,14.0,8.0,0.0,3.2
Lamar Stevens,G,102.01,measured,79,230.0,81.0,63,0.301587302,0.206349206,0.063492063,0.158730159,0.253968254,0.412698413,0.507936508,0.526315789,0.75,0.2,0.375,155,1.3,0.13,59.91,0.2833399202228668,0.5,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Shamet,G,80.41,measured,77,190.0,78.75,230,0.152173913,0.07826087,0.091304348,0.27826087,0.395652174,0.673913043,0.230434783,0.685714286,0.476190476,0.453125,0.362637363,762,1.5,0.15,59.4,0.1543679163461532,5.2,-0.3,0.0,4.2,0.0,0.0,44.8,8.5,7.3,8.1
