stature__player_name,stature__height_inches,stature__weight_lbs,stature__wingspan_in,player,ath__player_name,ath__player_id,ath__athleticism_score,ath__athleticism_source,ath__position,shot__player_id,shot__player_name,shot__team,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,port__player_id,port__player_name,port__team,port__position,port__portability_score,port__portability_source,port__age,port__mp,pass__player_name,pass__team,pass__position,pass__minutes,pass__passer_rating,pass__passing_score,usage__player_name,usage__team,usage__pos,usage__mp,usage__usg_pct,usage__offensive_load,usage__box_creation,usage__creation_score
,,,,1626168,,,,,,1626168.0,Trey Lyles,SAC,374.0,0.2379679144385026,0.088235294117647,0.0374331550802139,0.2005347593582887,0.4358288770053476,0.6363636363636364,0.3262032085561497,0.6404494382022472,0.6428571428571429,0.3733333333333333,0.3251533742331288,1626168.0,Trey Lyles,,F,5.9,provided_list,30.0,1349.0,,,,,,,,,,,,,,
,,,,1626171,,,,,,1626171.0,Bobby Portis,MIL,595.0,0.215126050420168,0.2,0.2857142857142857,0.080672268907563,0.2184873949579832,0.2991596638655462,0.4151260504201681,0.65625,0.4176470588235294,0.4375,0.3384615384615385,1626171.0,Bobby Portis,,F,6.5,provided_list,30.0,1244.0,,,,,,,,,,,,,,
,,,,1626172,,,,,,1626172.0,Kevon Looney,GSW,278.0,0.6690647482014388,0.2122302158273381,0.1007194244604316,0.0071942446043165,0.0071942446043165,0.014388489208633,0.8812949640287769,0.6397849462365591,0.1785714285714285,1.0,0.0,1626172.0,Kevon Looney,,F,3.4,provided_list,29.0,1142.0,,,,,,,,,,,,,,
,,,,1626179,,,,,,1626179.0,Terry Rozier,MIA,635.0,0.226771653543307,0.1889763779527559,0.0992125984251968,0.2188976377952756,0.2598425196850393,0.4787401574803149,0.415748031496063,0.5694444444444444,0.4444444444444444,0.2733812949640288,0.3212121212121212,1626179.0,Terry Rozier,,G,1.9,provided_list,31.0,1658.0,,,,,,,,,,,,,,
,,,,1626181,,,,,,1626181.0,Norman Powell,LAC,945.0,0.2603174603174603,0.2052910052910053,0.0814814814814814,0.0698412698412698,0.3798941798941799,0.4497354497354497,0.4656084656084656,0.6504065040650406,0.3636363636363636,0.3939393939393939,0.426183844011142,1626181.0,Norman Powell,,G,6.8,provided_list,32.0,1958.0,,,,,,,,,,,,,,
,,,,1626192,,,,,,1626192.0,Pat Connaughton,MIL,177.0,0.384180790960452,0.1242937853107344,0.0338983050847457,0.1129943502824858,0.3446327683615819,0.4576271186440678,0.5084745762711864,0.6323529411764706,0.6666666666666666,0.2,0.360655737704918,1626192.0,Pat Connaughton,,G,6.4,provided_list,33.0,603.0,,,,,,,,,,,,,,
,,,,1626204,,,,,,1626204.0,Larry Nance Jr.,ATL,155.0,0.3096774193548387,0.1548387096774193,0.0451612903225806,0.1806451612903225,0.2967741935483871,0.4774193548387097,0.4645161290322581,0.6875,0.4285714285714285,0.4642857142857143,0.4565217391304347,1626204.0,Larry Nance Jr.,,F-C,8.2,provided_list,33.0,463.0,,,,,,,,,,,,,,
,,,,1626220,,,,,,1626220.0,Royce O'Neale,PHX,570.0,0.1157894736842105,0.0894736842105263,0.0210526315789473,0.1964912280701754,0.5719298245614035,0.7684210526315789,0.2052631578947368,0.6363636363636364,0.25,0.5089285714285714,0.3742331288343558,1626220.0,Royce O'Neale,,F,8.2,provided_list,32.0,1837.0,,,,,,,,,,,,,,
,,,,1627732,,,,,,1627732.0,Ben Simmons,LAC,223.0,0.4887892376681614,0.4663677130044843,0.0448430493273542,0.0,0.0,0.0,0.9551569506726456,0.6055045871559633,0.2,0.0,0.0,1627732.0,Ben Simmons,,G-F,5.8,provided_list,29.0,1120.0,,,,,,,,,,,,,,
,,,,1627734,,,,,,1627734.0,Domantas Sabonis,SAC,893.0,0.5319148936170213,0.2217245240761478,0.0716685330347144,0.0089585666293393,0.1657334826427771,0.1746920492721164,0.7536394176931691,0.6947368421052632,0.453125,0.5,0.4121621621621621,1627734.0,Domantas Sabonis,,F-C,8.5,provided_list,29.0,2429.0,,,,,,,,,,,,,,
,,,,1627736,,,,,,1627736.0,Malik Beasley,DET,1071.0,0.0830999066293183,0.1260504201680672,0.0756302521008403,0.1559290382819794,0.5574229691876751,0.7133520074696545,0.2091503267973856,0.6179775280898876,0.4074074074074074,0.5269461077844312,0.3869346733668342,1627736.0,Malik Beasley,,G,6.3,provided_list,29.0,2283.0,,,,,,,,,,,,,,
,,,,1627739,,,,,,1627739.0,Kris Dunn,LAC,437.0,0.2036613272311213,0.2562929061784897,0.0274599542334096,0.2562929061784897,0.2540045766590389,0.5102974828375286,0.459954233409611,0.6966292134831461,0.4166666666666667,0.3482142857142857,0.3243243243243243,1627739.0,Kris Dunn,,G,3.3,provided_list,31.0,1783.0,,,,,,,,,,,,,,
,,,,1627741,,,,,,1627741.0,Buddy Hield,GSW,786.0,0.1424936386768447,0.0916030534351145,0.0674300254452926,0.1717557251908397,0.5254452926208651,0.6972010178117048,0.2340966921119593,0.6517857142857143,0.3396226415094339,0.3851851851851852,0.3656174334140435,1627741.0,Buddy Hield,,G,7.3,provided_list,32.0,1863.0,,,,,,,,,,,,,,
,,,,1627742,,,,,,1627742.0,Brandon Ingram,TOR,333.0,0.1591591591591591,0.1921921921921922,0.3033033033033033,0.033033033033033,0.3123123123123123,0.3453453453453453,0.3513513513513513,0.7169811320754716,0.4554455445544554,0.2727272727272727,0.3846153846153846,1627742.0,Brandon Ingram,,F,5.7,provided_list,28.0,595.0,,,,,,,,,,,,,,
,,,,1627747,,,,,,1627747.0,Caris LeVert,ATL,599.0,0.3255425709515859,0.1502504173622704,0.0500834724540901,0.1502504173622704,0.3238731218697829,0.4741235392320534,0.4757929883138564,0.6461538461538462,0.2666666666666666,0.4222222222222222,0.3505154639175257,1627747.0,Caris LeVert,,G,6.3,provided_list,31.0,1596.0,,,,,,,,,,,,,,
,,,,1627749,,,,,,1627749.0,Dejounte Murray,NOP,494.0,0.2226720647773279,0.2186234817813765,0.2064777327935222,0.0587044534412955,0.2935222672064777,0.3522267206477733,0.4412955465587044,0.5545454545454546,0.392156862745098,0.3448275862068966,0.2896551724137931,1627749.0,Dejounte Murray,,G,2.1,provided_list,29.0,1012.0,,,,,,,,,,,,,,
,,,,1627750,,,,,,1627750.0,Jamal Murray,DEN,1121.0,0.1909009812667261,0.2069580731489741,0.247992863514719,0.0356824264049955,0.3157894736842105,0.3514719000892061,0.3978590544157002,0.6448598130841121,0.4496402877697841,0.375,0.3983050847457627,1627750.0,Jamal Murray,,G,7.4,provided_list,28.0,2418.0,,,,,,,,,,,,,,
,,,,1627751,,,,,,1627751.0,Jakob Poeltl,TOR,579.0,0.5371329879101899,0.3799654576856649,0.077720207253886,0.001727115716753,0.001727115716753,0.003454231433506,0.917098445595855,0.7363344051446945,0.5333333333333333,1.0,0.0,1627751.0,Jakob Poeltl,,C,2.7,provided_list,30.0,1686.0,,,,,,,,,,,,,,
,,,,1627752,,,,,,1627752.0,Taurean Prince,MIL,514.0,0.1926070038910506,0.1070038910505836,0.0486381322957198,0.3365758754863813,0.311284046692607,0.6478599221789884,0.2996108949416342,0.5858585858585859,0.4,0.4508670520231214,0.43125,1627752.0,Taurean Prince,,F,9.4,provided_list,31.0,2166.0,,,,,,,,,,,,,,
,,,,1627759,,,,,,1627759.0,Jaylen Brown,BOS,1118.0,0.2728085867620751,0.2638640429338104,0.1431127012522361,0.0635062611806797,0.2567084078711986,0.3202146690518783,0.5366726296958855,0.6754098360655738,0.4,0.4366197183098591,0.2961672473867596,1627759.0,Jaylen Brown,,G-F,3.5,provided_list,29.0,2158.0,,,,,,,,,,,,,,
,,,,1627763,,,,,,1627763.0,Malcolm Brogdon,WAS,240.0,0.3541666666666667,0.2583333333333333,0.1541666666666666,0.0208333333333333,0.2083333333333333,0.2291666666666666,0.6125,0.6470588235294118,0.2702702702702703,0.4,0.28,1627763.0,Malcolm Brogdon,,G,6.0,provided_list,33.0,564.0,,,,,,,,,,,,,,
,,,,1627777,,,,,,1627777.0,Georges Niang,ATL,620.0,0.1661290322580645,0.146774193548387,0.0274193548387096,0.2596774193548387,0.4,0.6596774193548387,0.3129032258064516,0.6601941747572816,0.3529411764705882,0.4099378881987577,0.4032258064516129,1627777.0,Georges Niang,,F,8.5,provided_list,32.0,1697.0,,,,,,,,,,,,,,
,,,,1627780,,,,,,1627780.0,Gary Payton II,GSW,298.0,0.4731543624161073,0.1946308724832214,0.0134228187919463,0.1812080536912751,0.1375838926174496,0.3187919463087248,0.6677852348993288,0.7943262411347518,0.25,0.4074074074074074,0.2195121951219512,1627780.0,Gary Payton II,,G,3.4,provided_list,33.0,927.0,,,,,,,,,,,,,,
,,,,1627783,,,,,,1627783.0,Pascal Siakam,IND,1182.0,0.2893401015228426,0.2622673434856176,0.1742808798646362,0.0820642978003384,0.1912013536379018,0.2732656514382403,0.5516074450084603,0.7280701754385965,0.3834951456310679,0.4020618556701031,0.3849557522123893,1627783.0,Pascal Siakam,,F,6.6,provided_list,31.0,2548.0,,,,,,,,,,,,,,
,,,,1627814,,,,,,1627814.0,Damion Lee,PHX,74.0,0.1081081081081081,0.2972972972972973,0.0945945945945946,0.1756756756756756,0.3243243243243243,0.5,0.4054054054054054,0.625,0.1428571428571428,0.3076923076923077,0.2083333333333333,1627814.0,Damion Lee,,G-F,1.5,provided_list,33.0,144.0,,,,,,,,,,,,,,
,,,,1627824,,,,,,1627824.0,Guerschon Yabusele,PHI,563.0,0.3836589698046181,0.108348134991119,0.0213143872113676,0.1261101243339254,0.3552397868561279,0.4813499111900532,0.4920071047957371,0.7129629629629629,0.25,0.352112676056338,0.395,1627824.0,Guerschon Yabusele,,F,5.7,provided_list,30.0,1895.0,,,,,,,,,,,,,,
,,,,1627826,,,,,,1627826.0,Ivica Zubac,LAC,942.0,0.5329087048832272,0.4394904458598726,0.0276008492569002,0.0,0.0,0.0,0.9723991507430998,0.7131474103585658,0.4615384615384615,0.0,0.0,1627826.0,Ivica Zubac,,C,4.3,provided_list,28.0,2624.0,,,,,,,,,,,,,,
,,,,1627827,,,,,,1627827.0,Dorian Finney-Smith,LAL,435.0,0.2068965517241379,0.064367816091954,0.0068965517241379,0.2873563218390804,0.432183908045977,0.7195402298850575,0.271264367816092,0.6111111111111112,0.6666666666666666,0.432,0.3989361702127659,1627827.0,Dorian Finney-Smith,,F,5.8,provided_list,32.0,1818.0,,,,,,,,,,,,,,
,,,,1627832,,,,,,1627832.0,Fred VanVleet,HOU,759.0,0.1225296442687747,0.1133069828722002,0.1567852437417654,0.064558629776021,0.5322793148880105,0.5968379446640316,0.2358366271409749,0.4946236559139785,0.4033613445378151,0.3265306122448979,0.3539603960396039,1627832.0,Fred VanVleet,,G,7.5,provided_list,31.0,2111.0,,,,,,,,,,,,,,
,,,,1627884,,,,,,1627884.0,Derrick Jones Jr.,LAC,589.0,0.4397283531409168,0.166383701188455,0.0220713073005093,0.2020373514431239,0.1680814940577249,0.3701188455008489,0.6061120543293718,0.7027027027027027,0.3076923076923077,0.361344537815126,0.3535353535353535,1627884.0,Derrick Jones Jr.,,F,1.1,provided_list,28.0,1873.0,,,,,,,,,,,,,,
,,,,1627936,,,,,,1627936.0,Alex Caruso,OKC,314.0,0.3471337579617834,0.0796178343949044,0.0318471337579617,0.2006369426751592,0.340764331210191,0.5414012738853503,0.4267515923566879,0.6422018348623854,0.2,0.4126984126984127,0.3177570093457944,1627936.0,Alex Caruso,,G,6.4,provided_list,31.0,1041.0,,,,,,,,,,,,,,
,,,,1628365,,,,,,1628365.0,Markelle Fultz,SAC,67.0,0.0746268656716417,0.5074626865671642,0.2985074626865671,0.0895522388059701,0.0298507462686567,0.1194029850746268,0.582089552238806,0.8,0.25,0.5,0.5,1628365.0,Markelle Fultz,,G,1.3,provided_list,27.0,184.0,,,,,,,,,,,,,,
,,,,1628366,,,,,,1628366.0,Lonzo Ball,CHI,243.0,0.0823045267489712,0.074074074074074,0.0411522633744856,0.1810699588477366,0.6049382716049383,0.7860082304526749,0.1563786008230452,0.55,0.3,0.3863636363636363,0.3401360544217687,1628366.0,Lonzo Ball,,G,5.6,provided_list,28.0,777.0,,,,,,,,,,,,,,
,,,,1628368,,,,,,1628368.0,De'Aaron Fox,SAS,1163.0,0.2089423903697334,0.29664660361135,0.1668099742046431,0.056749785038693,0.2691315563198624,0.3258813413585554,0.5055889939810834,0.6584362139917695,0.4123711340206185,0.3484848484848485,0.3035143769968051,1628368.0,De'Aaron Fox,,G,1.5,provided_list,28.0,2241.0,,,,,,,,,,,,,,
,,,,1628369,,,,,,1628369.0,Jayson Tatum,BOS,1465.0,0.2334470989761092,0.124914675767918,0.1447098976109215,0.030716723549488,0.4662116040955631,0.4969283276450512,0.3583617747440273,0.7192982456140351,0.3962264150943396,0.4444444444444444,0.3367496339677892,1628369.0,Jayson Tatum,,F-G,9.2,provided_list,27.0,2624.0,,,,,,,,,,,,,,
,,,,1628370,,,,,,1628370.0,Malik Monk,SAC,939.0,0.1970181043663471,0.2502662406815761,0.0969116080937167,0.0564430244941427,0.3972310969116081,0.4536741214057508,0.4472843450479233,0.6162162162162163,0.4065934065934066,0.4528301886792453,0.3083109919571045,1628370.0,Malik Monk,,G,5.1,provided_list,27.0,2054.0,,,,,,,,,,,,,,
,,,,1628371,,,,,,1628371.0,Jonathan Isaac,ORL,324.0,0.3672839506172839,0.0339506172839506,0.132716049382716,0.2993827160493827,0.1666666666666666,0.4660493827160494,0.4012345679012346,0.6470588235294118,0.3023255813953488,0.3092783505154639,0.1666666666666666,1628371.0,Jonathan Isaac,,F,1.2,provided_list,28.0,1090.0,,,,,,,,,,,,,,
,,,,1628374,,,,,,1628374.0,Lauri Markkanen,UTA,700.0,0.2014285714285714,0.1671428571428571,0.0614285714285714,0.1042857142857142,0.4642857142857143,0.5685714285714286,0.3685714285714285,0.6382978723404256,0.3255813953488372,0.410958904109589,0.3323076923076923,1628374.0,Lauri Markkanen,,F-C,6.2,provided_list,28.0,1476.0,,,,,,,,,,,,,,
,,,,1628378,,,,,,1628378.0,Donovan Mitchell,CLE,1320.0,0.1901515151515151,0.181060606060606,0.1492424242424242,0.0492424242424242,0.428030303030303,0.4772727272727273,0.3712121212121212,0.6055776892430279,0.4263959390862944,0.4615384615384615,0.35929203539823,1628378.0,Donovan Mitchell,,G,7.2,provided_list,29.0,2232.0,,,,,,,,,,,,,,
,,,,1628379,,,,,,1628379.0,Luke Kennard,MEM,431.0,0.1067285382830626,0.1647331786542923,0.1183294663573085,0.1531322505800464,0.4547563805104408,0.6078886310904872,0.271461716937355,0.717391304347826,0.4705882352941176,0.5151515151515151,0.4081632653061224,1628379.0,Luke Kennard,,G,9.5,provided_list,29.0,1472.0,,,,,,,,,,,,,,
,,,,1628380,,,,,,1628380.0,Zach Collins,CHI,302.0,0.4072847682119205,0.2185430463576159,0.0198675496688741,0.0827814569536423,0.2682119205298013,0.3509933774834437,0.6258278145695364,0.7073170731707317,0.5,0.28,0.3086419753086419,1628380.0,Zach Collins,,F-C,6.4,provided_list,28.0,977.0,,,,,,,,,,,,,,
,,,,1628381,,,,,,1628381.0,John Collins,UTA,531.0,0.327683615819209,0.3050847457627119,0.0885122410546139,0.1092278719397363,0.1694915254237288,0.2787193973634652,0.632768361581921,0.6781609195402298,0.425531914893617,0.4310344827586206,0.3777777777777777,1628381.0,John Collins,,F-C,7.3,provided_list,28.0,1220.0,,,,,,,,,,,,,,
,,,,1628384,,,,,,1628384.0,OG Anunoby,NYK,1027.0,0.379746835443038,0.0963972736124634,0.0759493670886076,0.2103213242453749,0.2366114897760467,0.4469328140214216,0.4761441090555015,0.6564102564102564,0.3205128205128205,0.3796296296296296,0.3662551440329218,1628384.0,OG Anunoby,,F-G,5.6,provided_list,28.0,2706.0,,,,,,,,,,,,,,
,,,,1628386,,,,,,1628386.0,Jarrett Allen,CLE,640.0,0.6703125,0.290625,0.03125,0.003125,0.0046875,0.0078125,0.9609375,0.7715617715617715,0.55,0.0,0.0,1628386.0,Jarrett Allen,,C,4.5,provided_list,27.0,2296.0,,,,,,,,,,,,,,
,,,,1628389,,,,,,1628389.0,Bam Adebayo,MIA,1113.0,0.2398921832884097,0.398921832884097,0.1626235399820305,0.059299191374663,0.1392632524707996,0.1985624438454627,0.6388140161725068,0.700374531835206,0.4530386740331492,0.4545454545454545,0.3161290322580645,1628389.0,Bam Adebayo,,C-F,6.6,provided_list,28.0,2674.0,,,,,,,,,,,,,,
,,,,1628392,,,,,,1628392.0,Isaiah Hartenstein,OKC,480.0,0.4229166666666666,0.4958333333333333,0.0416666666666666,0.00625,0.0333333333333333,0.0395833333333333,0.91875,0.7241379310344828,0.4,0.0,0.0,1628392.0,Isaiah Hartenstein,,C-F,6.2,provided_list,27.0,1590.0,,,,,,,,,,,,,,
,,,,1628396,,,,,,1628396.0,Tony Bradley,IND,45.0,0.6888888888888889,0.2222222222222222,0.0222222222222222,0.0666666666666666,0.0,0.0666666666666666,0.9111111111111112,0.6451612903225806,1.0,0.3333333333333333,0.0,1628396.0,Tony Bradley,,C-F,5.0,default_5.0,,,,,,,,,,,,,,,,
,,,,1628398,,,,,,1628398.0,Kyle Kuzma,MIL,848.0,0.2783018867924528,0.2511792452830189,0.1002358490566037,0.1002358490566037,0.2653301886792453,0.365566037735849,0.5294811320754716,0.6991525423728814,0.3294117647058823,0.3411764705882353,0.2933333333333333,1628398.0,Kyle Kuzma,,F,1.5,provided_list,30.0,1936.0,,,,,,,,,,,,,,
,,,,1628401,,,,,,1628401.0,Derrick White,BOS,959.0,0.1074035453597497,0.1147028154327424,0.0573514077163712,0.1282586027111574,0.5922836287799792,0.7205422314911366,0.2221063607924921,0.7184466019417476,0.4181818181818181,0.4308943089430894,0.3732394366197183,1628401.0,Derrick White,,G,9.1,provided_list,31.0,2574.0,,,,,,,,,,,,,,
,,,,1628404,,,,,,1628404.0,Josh Hart,NYK,770.0,0.4519480519480519,0.1519480519480519,0.0675324675324675,0.0857142857142857,0.2415584415584415,0.3272727272727272,0.6038961038961039,0.7068965517241379,0.4615384615384615,0.303030303030303,0.3440860215053763,1628404.0,Josh Hart,,G,7.4,provided_list,30.0,2897.0,,,,,,,,,,,,,,
,,,,1628415,,,,,,1628415.0,Dillon Brooks,HOU,895.0,0.1541899441340782,0.2,0.1217877094972067,0.1318435754189944,0.3910614525139664,0.5229050279329609,0.3541899441340782,0.5507246376811594,0.4587155963302752,0.3813559322033898,0.4028571428571428,1628415.0,Dillon Brooks,,G-F,6.3,provided_list,30.0,2388.0,,,,,,,,,,,,,,
,,,,1628418,,,,,,1628418.0,Thomas Bryant,IND,321.0,0.3894080996884735,0.1183800623052959,0.0311526479750778,0.1651090342679127,0.2959501557632398,0.4610591900311526,0.5077881619937694,0.672,0.8,0.4150943396226415,0.2736842105263158,1628418.0,Thomas Bryant,,C-F,4.8,provided_list,28.0,963.0,,,,,,,,,,,,,,
,,,,1628420,,,,,,1628420.0,Monté Morris,PHX,195.0,0.1025641025641025,0.3025641025641025,0.1538461538461538,0.2102564102564102,0.2307692307692307,0.441025641025641,0.4051282051282051,0.65,0.4666666666666667,0.3658536585365853,0.3555555555555555,1628420.0,Monté Morris,,G,6.6,provided_list,30.0,571.0,,,,,,,,,,,,,,
,,,,1628427,,,,,,1628427.0,Vlatko Čančar,DEN,26.0,0.3461538461538461,0.0769230769230769,0.0,0.1538461538461538,0.4230769230769231,0.5769230769230769,0.4230769230769231,0.4444444444444444,0.0,0.5,0.1818181818181818,1628427.0,Vlatko Čančar,,F,1.2,provided_list,28.0,136.0,,,,,,,,,,,,,,
,,,,1628436,,,,,,1628436.0,Luke Kornet,BOS,280.0,0.8035714285714286,0.1642857142857142,0.0214285714285714,0.0035714285714285,0.0071428571428571,0.0107142857142857,0.9678571428571427,0.7288888888888889,0.6666666666666666,0.0,0.0,1628436.0,Luke Kornet,,C-F,9.1,provided_list,30.0,1361.0,,,,,,,,,,,,,,
,,,,1628449,,,,,,1628449.0,Chris Boucher,TOR,370.0,0.3216216216216216,0.1081081081081081,0.0486486486486486,0.2351351351351351,0.2864864864864865,0.5216216216216216,0.4297297297297297,0.7226890756302521,0.5,0.3908045977011494,0.3396226415094339,1628449.0,Chris Boucher,,F,6.5,provided_list,33.0,862.0,,,,,,,,,,,,,,
,,,,1628467,,,,,,1628467.0,Maxi Kleber,LAL,96.0,0.2395833333333333,0.1458333333333333,0.1041666666666666,0.1770833333333333,0.3333333333333333,0.5104166666666666,0.3854166666666667,0.5652173913043478,0.7,0.2352941176470588,0.28125,1628467.0,Maxi Kleber,,F,5.5,provided_list,34.0,637.0,,,,,,,,,,,,,,
,,,,1628470,,,,,,1628470.0,Torrey Craig,BOS,90.0,0.1666666666666666,0.0888888888888888,0.0111111111111111,0.3222222222222222,0.4111111111111111,0.7333333333333333,0.2555555555555555,0.6666666666666666,0.0,0.3103448275862069,0.4054054054054054,1628470.0,Torrey Craig,,F,5.1,provided_list,35.0,314.0,,,,,,,,,,,,,,
,,,,1628960,,,,,,1628960.0,Grayson Allen,PHX,489.0,0.1513292433537832,0.1165644171779141,0.016359918200409,0.2024539877300613,0.5132924335378323,0.7157464212678937,0.2678936605316973,0.6351351351351351,0.25,0.494949494949495,0.398406374501992,1628960.0,Grayson Allen,,G,9.0,provided_list,30.0,1544.0,,,,,,,,,,,,,,
,,,,1628963,,,,,,1628963.0,Marvin Bagley III,MEM,106.0,0.5566037735849056,0.2169811320754717,0.0471698113207547,0.0566037735849056,0.1226415094339622,0.1792452830188679,0.7735849056603774,0.711864406779661,0.4,0.1666666666666666,0.1538461538461538,1628963.0,Marvin Bagley III,,F,2.0,provided_list,26.0,265.0,,,,,,,,,,,,,,
,,,,1628969,,,,,,1628969.0,Mikal Bridges,NYK,1183.0,0.2037193575655114,0.2265426880811496,0.1783601014370245,0.1851225697379543,0.1969568892645815,0.3820794590025359,0.430262045646661,0.7551867219917012,0.5071090047393365,0.4246575342465753,0.3047210300429184,1628969.0,Mikal Bridges,,G-F,6.6,provided_list,29.0,3036.0,,,,,,,,,,,,,,
,,,,1628970,,,,,,1628970.0,Miles Bridges,CHA,1089.0,0.303030303030303,0.2323232323232323,0.0514233241505968,0.1019283746556473,0.3057851239669421,0.4077134986225895,0.5353535353535354,0.6545454545454545,0.3035714285714285,0.3783783783783784,0.2972972972972973,1628970.0,Miles Bridges,,F,7.3,provided_list,27.0,2029.0,,,,,,,,,,,,,,
,,,,1628971,,,,,,1628971.0,Bruce Brown,NOP,309.0,0.3203883495145631,0.3333333333333333,0.0841423948220064,0.1359223300970873,0.1229773462783171,0.2588996763754045,0.6537216828478964,0.6161616161616161,0.3846153846153846,0.4047619047619047,0.2631578947368421,1628971.0,Bruce Brown,,G-F,2.7,provided_list,29.0,922.0,,,,,,,,,,,,,,
,,,,1628973,,,,,,1628973.0,Jalen Brunson,NYK,1200.0,0.1883333333333333,0.2916666666666667,0.1891666666666666,0.0491666666666666,0.2816666666666667,0.3308333333333333,0.48,0.6415929203539823,0.4493392070484581,0.4067796610169492,0.378698224852071,1628973.0,Jalen Brunson,,G,5.7,provided_list,29.0,2301.0,,,,,,,,,,,,,,
